Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,39.349998,39.689999,38.970001,39.040001,37.403282,10958400
2023-04-11,39.299999,40.130001,39.250000,39.939999,38.265545,13342900
2023-04-12,40.060001,43.250000,40.009998,42.720001,40.929005,63971600
2023-04-13,42.639999,43.389999,42.400002,42.700001,40.909847,18396800
2023-04-14,42.619999,43.490002,42.150002,43.430000,41.609238,21129000
2023-04-17,43.369999,43.750000,43.020000,43.529999,41.705044,12049000
2023-04-18,43.549999,43.669998,43.029999,43.610001,41.781693,8675300
2023-04-19,43.389999,43.520000,42.840000,43.099998,41.293068,10504800
2023-04-20,42.980000,43.599998,42.709999,43.509998,41.685879,10363100
2023-04-24,43.419998,44.040001,43.049999,43.419998,41.599651,10259800
2023-04-25,43.000000,43.330002,42.730000,43.020000,41.216423,11845600
2023-04-26,43.259998,43.259998,42.520000,42.669998,40.881092,11816500
2023-04-27,42.669998,43.200001,42.520000,42.720001,40.929005,6186400
2023-04-28,43.009998,43.299999,42.349998,42.860001,41.063133,10398000
2023-05-02,42.759998,42.759998,41.720001,41.840000,40.085896,12619600
2023-05-03,42.060001,42.119999,41.560001,41.709999,39.961346,5630900
2023-05-04,42.000000,42.450001,41.540001,42.180000,40.411644,7376000
2023-05-05,42.189999,43.310001,42.189999,43.250000,41.436779,7191100
2023-05-08,43.439999,43.779999,42.959999,43.080002,41.273911,8097600
2023-05-09,42.990002,43.410000,42.669998,42.950001,41.149361,10115800
2023-05-10,43.000000,43.599998,42.599998,43.509998,41.685879,10522200
2023-05-11,43.419998,44.619999,43.070000,44.400002,42.538570,13579900
2023-05-12,44.049999,44.689999,43.900002,44.230000,42.375694,12208700
2023-05-15,44.490002,44.849998,44.029999,44.439999,42.576897,8632500
2023-05-16,44.439999,44.740002,42.930000,43.160000,41.350555,21607700
2023-05-17,43.250000,43.849998,42.930000,43.230000,41.417618,17523100
2023-05-18,43.099998,43.320000,42.799999,43.200001,41.388882,11712000
2023-05-19,43.340000,44.119999,42.990002,44.040001,42.193665,33966000
2023-05-22,44.049999,44.610001,43.439999,43.459999,41.637978,8075400
2023-05-23,43.480000,44.630001,43.340000,44.480000,42.615215,12911200
2023-05-24,44.480000,44.980000,44.160000,44.610001,42.739769,10921400
2023-05-25,45.000000,45.400002,44.660000,44.660000,42.787670,11695400
2023-05-26,45.250000,45.320000,44.150002,44.400002,42.538570,9590300
2023-05-29,44.560001,44.560001,44.009998,44.320000,42.461922,3307900
2023-05-30,44.799999,44.860001,44.209999,44.700001,42.825993,18427000
2023-05-31,44.740002,45.139999,44.520000,44.619999,42.749344,17425400
2023-06-01,44.790001,45.029999,44.259998,44.740002,42.864319,10196900
2023-06-02,44.740002,44.740002,44.740002,44.740002,43.500610,0
2023-06-05,44.599998,45.290001,44.150002,45.020000,43.772850,13667000
2023-06-06,45.029999,46.160000,44.959999,45.540001,44.278442,11466100
2023-06-07,45.730000,45.889999,45.520000,45.520000,44.258999,11111000
2023-06-09,45.740002,47.740002,45.740002,47.740002,46.417500,18466100
2023-06-12,48.070000,49.740002,47.970001,49.470001,48.099571,38557800
2023-06-13,49.180000,49.490002,48.389999,48.619999,47.598942,13266100
2023-06-14,48.799999,49.000000,48.099998,48.860001,47.833908,13041900
2023-06-15,48.900002,50.240002,48.700001,49.860001,48.812901,20965400
2023-06-16,49.840000,49.910000,49.250000,49.490002,48.450676,15196900
2023-06-19,49.570000,50.470001,49.520000,50.410000,49.351353,5893600
2023-06-20,50.290001,50.459999,49.950001,50.400002,49.341564,8570500
2023-06-21,50.200001,51.990002,50.139999,51.990002,50.898174,13706500
2023-06-22,51.639999,51.860001,50.660000,51.000000,49.928963,9000400
2023-06-23,51.110001,51.139999,50.560001,51.020000,49.948544,6741900
2023-06-26,50.740002,51.389999,50.450001,51.139999,50.066021,8424200
2023-06-27,51.169998,51.480000,49.869999,50.200001,49.145767,12889500
2023-06-28,50.110001,50.200001,49.230000,49.590000,48.548576,7762100
2023-06-29,49.560001,50.200001,49.220001,50.049999,48.998913,8282600
2023-06-30,50.400002,50.799999,48.930000,49.400002,48.362564,14004500
2023-07-03,49.560001,50.500000,49.520000,50.389999,49.331772,13015600
2023-07-04,50.389999,50.450001,49.830002,50.070000,49.018494,3786400
2023-07-05,50.000000,50.009998,49.400002,49.740002,48.695423,5666200
2023-07-06,49.529999,49.580002,48.639999,49.009998,47.980751,9558000
2023-07-07,49.040001,50.320000,49.040001,49.959999,48.910801,11539600
2023-07-10,49.990002,50.049999,48.790001,49.040001,48.010124,8903000
2023-07-11,49.000000,49.020000,47.880001,48.340000,47.324825,12336800
2023-07-12,48.939999,48.939999,47.360001,47.560001,46.561207,12229100
2023-07-13,47.860001,48.380001,47.590000,48.009998,47.001751,7034200
2023-07-14,47.959999,48.709999,47.410000,47.689999,46.688477,13105800
2023-07-17,47.799999,48.189999,47.459999,48.110001,47.099655,5387000
2023-07-18,48.099998,48.450001,47.840000,48.270000,47.256294,4530300
2023-07-19,48.400002,48.400002,47.320000,47.430000,46.433937,8105400
2023-07-20,47.560001,48.049999,47.400002,47.950001,46.943016,6753800
2023-07-21,47.950001,48.849998,47.950001,48.520000,47.501045,10132200
2023-07-24,48.240002,48.849998,47.180000,47.570000,46.570995,17870500
2023-07-25,48.259998,48.259998,47.299999,47.320000,46.326244,10766700
2023-07-26,47.410000,47.799999,47.070000,47.720001,46.717846,12383500
2023-07-27,47.720001,47.759998,46.650002,46.740002,45.758427,11750700
2023-07-28,47.130001,47.570000,46.860001,47.279999,46.287083,7276100
2023-07-31,47.599998,48.320000,47.480000,48.189999,47.177975,10389900
2023-08-01,47.919998,48.029999,46.939999,47.360001,46.365406,12680100
2023-08-02,47.259998,47.759998,47.099998,47.570000,46.570995,5602000
2023-08-03,47.900002,47.980000,47.340000,47.650002,46.649315,8376300
2023-08-04,47.500000,47.959999,47.049999,47.400002,46.404568,11489500
2023-08-07,47.619999,48.000000,47.200001,47.320000,46.326244,5728200
2023-08-08,47.230000,47.389999,46.360001,46.990002,46.003178,11888100
2023-08-09,47.000000,47.150002,46.509998,46.730000,45.748638,7657700
2023-08-10,47.099998,47.299999,46.730000,46.970001,45.983597,12489000
2023-08-11,47.180000,47.660000,47.040001,47.480000,46.482883,8645400
2023-08-14,47.689999,47.689999,46.939999,47.009998,46.022755,6574200
2023-08-15,47.139999,47.340000,46.680000,46.759998,45.778004,8725900
2023-08-16,46.810001,47.730000,46.810001,47.160000,46.169605,11500000
2023-08-17,47.509998,47.700001,47.180000,47.599998,46.600365,9183800
2023-08-18,47.580002,48.119999,47.330002,47.790001,46.786373,10320100
2023-08-21,48.000000,48.049999,47.310001,47.619999,46.619942,7872500
2023-08-22,47.200001,48.080002,47.080002,47.970001,47.631641,7857600
2023-08-23,48.110001,48.480000,47.630001,48.180000,47.840160,7767600
2023-08-24,48.099998,48.099998,47.330002,47.549999,47.214603,6387600
2023-08-25,47.610001,47.700001,46.410000,46.930000,46.598976,8974100
2023-08-28,47.160000,48.500000,46.950001,48.279999,47.939453,7709200
2023-08-29,48.529999,49.240002,48.330002,48.549999,48.207550,9784800
2023-08-30,48.700001,48.880001,47.799999,47.849998,47.512486,5755400
2023-08-31,47.950001,47.980000,47.020000,47.099998,46.767776,13203600
2023-09-01,47.230000,47.700001,47.189999,47.419998,47.085518,5537000
2023-09-04,47.500000,47.700001,47.180000,47.270000,46.936581,3632300
2023-09-05,47.349998,47.799999,47.009998,47.099998,46.767776,7644100
2023-09-06,47.220001,47.450001,46.770000,46.779999,46.450035,7091800
2023-09-08,46.849998,47.020000,46.299999,46.639999,46.311020,7742600
2023-09-11,47.080002,47.540001,46.840000,47.380001,47.045803,7199900
2023-09-12,47.189999,47.619999,47.090000,47.299999,47.299999,7685200
2023-09-13,47.349998,47.900002,47.130001,47.259998,47.259998,7362800
2023-09-14,47.490002,47.919998,47.189999,47.389999,47.389999,7284900
2023-09-15,47.419998,47.700001,47.110001,47.549999,47.549999,10803000
2023-09-18,47.639999,48.110001,47.349998,47.349998,47.349998,10100400
2023-09-19,47.349998,47.770000,47.070000,47.279999,47.279999,7639100
2023-09-20,47.320000,48.250000,47.270000,47.700001,47.700001,7380300
2023-09-21,47.320000,47.389999,46.470001,46.610001,46.610001,8316800
2023-09-22,46.759998,47.130001,46.599998,46.689999,46.689999,5361400
2023-09-25,46.619999,46.770000,46.169998,46.419998,46.419998,9127000
2023-09-26,46.029999,46.220001,45.570000,45.759998,45.759998,11795000
2023-09-27,46.150002,46.509998,45.619999,46.160000,46.160000,11054500
2023-09-28,46.290001,47.799999,46.230000,47.639999,47.639999,11913600
2023-09-29,47.840000,47.889999,47.099998,47.180000,47.180000,5453200
2023-10-02,47.169998,47.349998,46.900002,47.049999,47.049999,4731200
2023-10-03,47.080002,47.119999,46.320000,46.450001,46.450001,6436600
2023-10-04,46.599998,47.070000,46.180000,46.799999,46.799999,8189700
